ADM1_EN,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021
Phra Nakhon Si Ayutthaya,50.49967566,109.1593807,67.6947222,20.1735701,11.07124929,7.238645919,15.38587341,15.9316619,21.04710929,23.33585607,32.94507123,49.65739203,47.43321394,67.08404991,61.00910954,21.43271167,11.60851583,9.398574111,14.99068749,19.84736914,20.41468089,25.0633536,31.12013289,49.76104452,48.77519766,72.40336234,61.3190909,20.90652688,12.28907851,8.787753846,15.16570652,14.64701245,17.44527601,24.6278552,28.65027531,49.29542992,44.45835838,84.72885987,78.25741096,19.46040369,11.38782467,9.068738886,14.76751955,14.82737431,18.46303729,24.27034423,29.25736334
Phrae,55.20796917,93.48396389,68.48649632,18.09105015,11.43765857,7.952738076,12.63557818,15.43470747,20.90235625,25.46734925,35.57004974,52.76839393,52.27699328,82.71877122,60.80628498,21.65643512,11.48474834,9.530228623,12.70420258,19.01157651,19.87014265,26.56819259,36.57996335,62.66921811,50.12084054,70.51145938,65.45312096,19.15882735,12.02173486,9.341496258,14.02556112,14.72490388,17.60708125,25.94197953,34.24453397,60.26271765,51.01779635,81.57846438,74.60047847,18.14028594,11.69053699,8.818378329,14.48592126,13.92950225,17.51236634,26.43908129,33.86380948
Phuket,40.43798852,71.45777876,58.42649939,17.29706965,11.4579696,15.59181983,18.04888751,18.64245643,21.04391675,26.2437904,34.67823681,43.28508772,34.32506817,62.72029301,60.40591318,15.02433676,11.70997868,13.09903961,16.84509519,21.44976972,19.83959505,27.59837329,32.3043822,47.02355968,38.39525327,70.34158877,62.01626161,16.0903693,13.15967172,10.43119205,16.53675675,19.02637311,19.36827727,28.69394389,38.72794365,49.90797911,38.13487796,72.95242723,68.76782223,16.7189796,13.18607315,14.17474536,16.71727447,17.27048688,20.1547781,27.31329802,35.23973558
Prachin Buri,49.94558231,113.428148,72.02739783,19.38144309,10.92833471,8.586089566,14.86423597,16.38930522,21.56159425,22.8796895,29.56842553,44.8171674,51.2370789,87.54642481,72.40084717,19.95711018,11.54253527,10.4828539,15.03319368,19.95373583,20.19260297,25.67398566,28.46169663,46.98151137,47.80604277,94.81834435,62.00886085,20.12670676,12.35915496,9.527452032,15.21742834,15.93090338,17.33893056,25.66341614,28.11507242,46.74047013,47.51623635,106.836257,73.34609283,19.24205397,11.98557492,10.76893275,15.35531225,14.87517543,18.38360364,25.17793827,27.99877551
Prachuap Khiri Khan,45.06271892,61.62231647,47.94087793,16.61593932,10.82422138,13.57730797,16.89160427,18.08025982,21.65293152,25.57207951,31.06016842,51.29648492,42.22183511,56.11770216,45.22596263,16.99758305,11.43388813,12.46931693,16.58856858,20.66994235,20.00889978,27.58755315,29.25061509,50.45107834,44.1221815,50.05701737,41.91722541,17.07398575,12.34666414,11.65455374,15.47422085,17.42624557,17.73021116,27.06346044,32.0933851,47.60554944,41.24904388,52.29795319,57.42435696,16.34788548,11.91500786,14.32490226,15.3520145,16.34720256,18.76812211,27.14954778,29.44512608
Ranong,42.24530472,84.46363211,60.0825385,16.5994263,10.93148066,17.17493471,16.64083445,18.61283834,21.7093135,24.71657186,33.7502348,50.97334028,39.61058958,76.41157103,66.99345341,15.07277931,11.2714702,14.76968581,15.76572296,21.56654751,19.72025372,26.90882937,30.35985722,52.69596587,36.77052333,76.87492253,52.68605743,16.23125105,12.63091513,11.90627608,15.44171675,18.25215505,17.96502205,26.550336,36.50824574,55.64571761,41.07173937,65.84345231,63.51466556,15.69815711,12.70988435,15.42466674,15.56472607,17.54408424,19.32041915,27.42840028,32.57013654
Ratchaburi,51.08833108,84.59951265,60.97304943,18.61665497,10.92625884,10.41509606,17.45746762,17.68578045,21.00387609,26.77775352,33.84487664,53.50153978,47.63089342,80.47980661,55.3776878,19.38557637,11.37947205,11.30058478,16.84647755,20.55790708,19.98298481,29.15206816,34.28000186,51.82842145,47.74141713,82.47275137,59.51134036,19.19328788,12.20884792,10.53919216,15.60993515,16.5666449,16.90712332,27.47669987,33.43733645,52.22846689,45.91061719,78.3512252,63.91598579,18.21450303,12.06381964,11.94398516,15.37993449,15.9063224,18.13263227,27.67271909,32.33349553
Rayong,48.15156064,69.86847502,41.51358799,16.38669459,9.982570438,10.70926666,15.74481941,16.71888031,21.17191455,23.66261696,32.46394271,50.18700047,40.13438226,38.30200886,32.60769668,16.7330724,10.77640822,11.24739854,14.94798742,19.5673102,19.66023885,25.25576756,29.6428829,49.63039092,41.81463202,32.05665118,39.76360375,16.38987936,11.30477978,10.43693276,15.67171103,17.88527053,17.93948715,25.06940243,27.76396429,48.23522485,41.41997472,39.74152066,46.26098611,16.13993716,10.9460449,13.54364722,14.98099086,15.79889772,19.23215654,23.42324581,27.79538963
Roi Et,47.84310472,76.37551938,68.42693131,20.62762786,10.53921903,8.142235446,14.08384539,16.01660874,22.37795817,23.47652961,28.46867523,41.83287844,48.81607049,64.45968768,72.78309398,19.98283073,11.52522018,8.944458724,14.57908233,19.13840663,21.24559792,24.18060534,27.25479532,44.97498907,46.17866133,79.8773632,61.64489812,21.14692961,12.16749585,8.330976224,14.25326864,15.21231563,17.39711617,25.22540005,26.17743158,42.17994985,41.51985004,84.67129756,71.28711692,19.72215027,11.38923382,8.924859802,14.55121272,14.55959144,20.17772688,24.0791174,27.53586139
Sa Kaeo,47.56274197,100.0308883,65.16505859,19.36989719,10.28656663,8.725835341,15.92937289,16.84714142,21.52681218,23.78544812,29.48870823,46.86391115,48.52514447,81.59257908,68.21502064,18.84089587,11.1508574,11.23915541,15.12578576,19.70304619,19.80925041,26.16941588,28.53465581,46.41537131,45.61721893,92.87054764,61.26482687,19.30738308,12.07964545,9.462858729,14.95587869,16.17034254,17.58988557,26.63431585,28.64841513,46.66446401,45.7498061,102.9536898,67.73443248,18.64566858,11.82858745,11.85145085,14.91953973,14.56297509,18.50262909,25.48054617,27.69109864
Sakon Nakhon,49.73912885,73.89402019,67.55882761,20.50224471,10.95664589,7.959415307,12.57065176,16.33077134,21.997246,24.49567315,29.76724517,43.41068707,48.75598824,67.22852036,68.3913153,19.93594393,11.82919369,8.677038758,12.94829725,19.22551703,21.09979919,25.10012963,31.09199519,47.92414303,47.56672953,84.03509035,60.41708089,21.35023986,11.92270847,8.095530692,14.23073287,15.26272981,18.02176443,24.75040472,29.62836019,47.76745298,46.94771366,81.46472501,72.61760159,19.63267325,10.97869196,8.337436729,14.46983023,14.23782866,18.72337625,24.16405259,30.64236674
Samut Prakan,44.03562996,54.53826417,34.36630768,16.71497265,10.47823783,8.082474357,15.61738818,16.56974923,21.04093987,25.45503422,32.77724721,49.70833414,35.97632191,34.77421317,28.55580933,18.18971359,11.62047841,10.89920471,14.4358527,19.22859231,20.4244165,26.61187521,31.7174058,46.82088377,42.19552572,29.93754967,33.60769312,17.47587544,11.96449416,10.10847177,15.71584976,16.22659998,18.14245422,25.22139372,32.72608041,48.05371904,41.50206869,39.08620284,47.76983586,16.35779742,11.88564686,10.94444081,15.05510249,15.26617807,18.96903455,25.37210464,30.52302302
Samut Sakhon,44.55948907,56.56095077,34.74629181,17.37826915,10.75804625,7.802476482,15.25384861,16.21244366,21.15233115,26.08110722,36.94627084,52.23532656,34.16272449,40.8067032,26.5933366,19.35115636,11.76800687,10.2996912,14.86333893,19.01300036,20.1063437,28.47396843,35.49341221,50.2065161,43.48427888,35.37098664,33.17055855,19.08553479,12.24925876,9.585409494,15.23205019,15.95918684,17.82533408,27.60963268,36.6919763,52.6496625,41.23645717,42.92878241,49.91901158,17.3629976,12.27687935,9.311471599,15.17979115,14.85031167,18.85581705,25.93409706,35.45115059
Samut Songkhram,45.68747239,58.00045645,41.84360457,17.93321296,11.28688749,7.686779723,14.86378528,16.15247771,21.1214774,26.85024803,35.97951723,53.3416509,37.03448987,48.95483621,31.83596178,20.47042751,12.0154085,9.75445172,14.64502025,19.3472277,20.16548451,29.12924721,35.55637955,50.72997176,44.3275307,47.82148626,36.36656434,20.20088978,12.1963327,9.404371643,14.97058903,15.62342865,17.70217539,27.9915502,36.82145333,49.87878471,41.13605457,54.26460914,51.77035966,18.82408455,12.27208387,9.115872877,15.3203462,15.05633051,18.5216136,26.9721799,35.50868513
Saraburi,46.93662529,96.70434922,64.47127938,18.75400661,10.55386998,8.633810008,15.30995524,16.21271639,22.08436647,23.33486974,30.97257167,46.46402969,46.76769571,63.01618309,57.92039902,19.16046223,11.39308472,10.5694154,14.83540092,19.6746195,20.8425237,24.96793841,30.51582706,48.82002085,47.11359403,65.2280657,58.81139137,19.50070574,12.00736429,9.617078894,14.58251902,15.60230456,17.81458583,25.25548431,28.50966041,49.45906076,43.10774289,82.33202441,72.57526217,18.31093007,11.58748104,10.78234893,14.92785124,14.78562503,19.17925183,24.38203451,28.79594043
Satun,40.10083369,83.44474889,57.28043115,17.32504394,12.1247771,11.83404277,16.12142992,19.27618265,21.27107665,24.11028048,33.89293308,46.02627957,31.74327075,96.39676423,65.4538962,16.04898788,12.31476385,10.97694549,15.88025944,22.15764077,19.00955655,25.16685601,27.83734159,46.51042471,31.803269,89.5172497,60.45536703,17.18830558,12.95103384,10.59397147,16.46760213,18.52888439,19.07508516,26.85657504,37.86817204,49.66097854,33.18963529,74.30488052,66.13045994,17.08239144,13.23468498,11.39704686,15.52228449,17.99582906,19.6159227,26.65195356,32.4584228
Si Sa Ket,51.65246008,104.4780493,67.66626076,20.31781983,10.66561404,8.263680872,14.75776023,16.0408111,21.65572455,24.29582164,31.30858742,46.70822119,48.39106531,82.01015997,67.93995985,19.67034159,11.64644905,10.21058014,14.90298996,18.6885414,20.14440864,25.72157571,31.27344741,49.44402603,50.66466147,91.40801257,68.0417558,20.11636472,12.18581706,9.038929696,14.76626741,15.55396207,16.73707325,25.98008451,29.95826622,47.84400307,46.00029626,93.58214246,72.61687949,19.44382517,11.67380482,10.08830222,14.8563525,14.50271068,18.84323586,25.44620053,28.8573263
Sing Buri,47.77018697,76.68128679,62.37263716,20.07695705,10.98352196,7.278699016,15.05793215,15.68620787,21.52269248,23.42348985,29.22451071,46.00835172,46.3636994,57.81212275,52.08363079,23.67898156,11.18288879,9.693834751,14.46467505,19.47664453,21.0264954,24.72592836,29.19688424,48.77732192,48.88830627,68.52812623,61.97967823,21.79342115,12.76328749,9.211562475,14.79387754,14.33844931,17.47293282,24.14832085,28.02155448,46.91251857,44.31384286,68.44690455,74.13576644,19.2366206,11.43350947,9.365800143,14.65382113,14.35473295,19.17799295,23.58525745,27.35913017
Songkhla,39.68516114,57.23789013,48.68617402,17.21208765,11.97960173,11.12473465,16.28074063,18.98789512,21.08295361,25.42663463,34.48756006,49.37763787,32.3233996,74.38161553,55.39460078,17.01765889,12.29911825,10.89503075,15.86466842,21.85768145,19.13458158,25.62069995,31.46218547,48.31154329,31.19099741,64.15265341,47.26372026,17.20052998,12.74121003,10.60566207,16.35077503,18.0288088,19.28318751,27.2476454,39.38955735,52.76651455,33.90007537,55.53225506,64.19894432,16.84650211,12.84806035,11.27294805,15.34443568,18.14307589,19.47752229,26.45372894,34.20171612
Sukhothai,54.41047651,91.82802434,71.92300091,20.70228655,11.47014963,7.555162996,13.27752967,14.8653419,20.84870011,25.41804792,35.23219244,52.76928241,53.04128253,77.3635747,59.35578772,24.97077827,11.93825008,8.799135979,13.42294756,19.45364087,19.8597785,26.43921225,36.91818445,55.48863875,52.79913806,90.40160341,75.51108866,21.45050439,12.39433344,9.031494441,14.10887481,13.85402584,17.49114658,26.15994739,35.95366919,56.69904365,49.39485232,80.89337594,73.28075127,19.95225437,12.07938771,8.374388652,14.80158798,13.47463079,17.92272631,26.2190368,34.9634326
Suphan Buri,49.42150269,79.66969398,62.04992548,20.07574439,10.75118105,7.660824936,15.50026144,16.21299896,21.41541031,24.24187753,30.50256934,48.82141865,47.85989791,68.39383274,52.62491589,22.34572644,11.20092676,9.858379029,15.62604643,20.25349225,20.42679244,25.81748419,31.27194113,51.93717725,48.4261295,72.03865559,67.30928641,21.29159922,12.38338631,9.53273637,14.98278484,14.78711147,16.96174501,24.6031097,29.10317349,50.36200576,44.90035054,72.11726882,74.77925733,19.18940352,11.6332418,9.539418353,14.82099215,14.58025046,18.44475162,24.76066072,28.71498789
Surat Thani,43.00980024,85.04434596,59.47866866,17.31538679,11.66912461,14.45271984,15.82053638,18.9577299,21.18470658,25.59990345,34.9498288,51.33803332,39.85957419,89.97293576,63.13475573,16.52761164,12.0885346,12.42758028,15.59709122,21.84615936,19.58216839,26.84401044,32.25944441,51.28314294,39.10850844,98.04084092,56.19172183,17.20731517,12.74317236,10.81335561,15.67726525,18.56617788,18.9751538,26.6189086,37.90569423,58.11808866,40.9301406,78.13982781,65.45237135,16.59012369,12.60919213,13.39386875,15.19990999,18.75987053,19.97763932,26.54460339,33.9267658
Surin,50.00582532,92.14089737,69.19365415,20.44227922,10.64622991,8.074845937,14.81376391,16.02976644,22.04877812,24.4530689,31.21639145,45.55116239,47.96494225,76.36264165,69.50769244,19.4019276,11.47008254,10.29626933,15.08242955,18.63183333,20.29254056,24.8538805,30.15681041,48.59759229,49.7296952,86.64988833,66.42379035,20.26319072,12.13251934,9.038104946,14.47350492,15.68346346,16.95717789,25.67235488,28.37569649,46.71059806,44.45098275,88.59087649,70.00912273,19.38868488,11.60403701,10.07928536,14.78593565,14.65409855,19.10525054,25.17536058,27.91608162
Tak,55.99124808,79.46697364,64.61964598,16.28174926,11.21635058,11.89151428,16.40515544,17.9495909,20.43210499,26.01837078,33.89972677,53.97506934,52.07727371,70.11370844,58.07827734,17.33524801,11.78054928,12.7755902,15.60325914,21.26739385,19.69919664,27.27309877,35.3582724,56.22936688,52.7830969,75.29923637,66.98675341,16.35281123,12.27129859,11.58371178,15.17066482,17.01786325,17.41452541,26.1306681,33.43497578,57.29461656,50.28382534,83.28138234,66.08611363,16.25320969,11.84448378,12.80092458,15.2651599,16.82156299,17.28901984,27.04025909,32.73694796
Trang,41.31789923,82.8090078,52.76906262,17.36822683,11.67626725,12.91071787,15.56302314,19.17673238,21.20692755,24.41444648,35.10359102,48.36188252,34.13209171,100.5631051,67.02941244,16.57138381,12.12207436,11.01635062,15.58299918,22.50017657,19.18457248,25.54784143,28.65737332,47.74448439,33.29300474,91.91759236,54.8305741,17.64860925,12.68650983,10.39536432,16.35844494,18.73453895,19.07373393,27.03199113,36.45468225,52.09426171,34.91178773,66.6072648,63.69998618,16.87390225,12.74512112,11.78990125,15.58883813,18.210155,19.6466052,26.43277888,32.38262848
Trat,49.92154203,95.44437437,57.12365173,17.40435701,10.56751168,12.81372126,15.97567051,16.32425392,20.50991283,23.61474509,32.02528575,51.29464996,46.26135025,62.84262546,48.04786129,15.88787842,11.51658557,11.94683018,15.40390953,19.03627513,19.29810042,25.12410098,29.24510829,50.86357228,47.06032606,67.18304623,63.10769283,17.27596959,12.21682043,10.68565473,15.78880723,16.80774867,17.95656019,25.37927359,30.92547105,47.5826233,46.87446573,79.11101071,66.00473228,16.93736942,11.62373222,13.11196533,15.5139155,14.83662478,19.38021964,23.40541421,27.62025672
Ubon Ratchathani,49.44046661,98.40573871,65.82507706,20.35090922,10.77970149,8.114886005,13.82656331,15.76750384,21.79211022,23.75003926,30.9145399,46.13070647,48.14639537,79.67495348,65.95221863,19.31466351,11.72143772,9.485741437,14.15614151,18.58199595,20.20112767,24.97329439,30.72516342,48.90183585,51.17685341,85.26248914,67.03332775,20.37916624,12.1289117,8.925015308,14.56044992,15.3626538,17.24600245,25.67759251,29.21256319,45.05274545,46.54431545,90.3844025,73.30457365,19.12937173,11.55382751,9.936839891,15.00134077,14.1452123,19.37700481,24.91051959,28.93924033
Udon Thani,52.48239697,80.93987212,70.8681066,20.92947314,11.53638292,7.733556591,12.39138191,16.44329855,21.61930255,24.79981981,31.17834093,45.66001296,50.3584937,74.19448663,68.31614314,21.75583897,12.15684007,8.64751476,13.15077824,19.2130707,20.56109548,25.15531815,32.3622002,49.90850549,49.22705998,83.17629185,63.32203637,22.21015687,12.29405696,8.254675012,14.46058513,14.5346768,17.94648258,25.02878848,31.1061221,50.60500563,49.55206569,82.03425574,74.46062446,20.52539185,11.37355518,8.445592879,14.60128409,14.01853724,18.03804746,24.69192867,31.54583354
Uthai Thani,55.59207581,82.4692638,64.57765839,18.44891214,11.09748528,9.852291058,15.24669432,16.73105627,20.54028201,26.95682193,34.33564886,52.37630101,52.83171373,89.21039231,62.41646183,20.77511596,11.53013314,10.98264896,15.13960505,20.65015301,20.10547859,27.42332146,35.3973277,54.66104424,51.37896979,97.70787532,74.3429663,19.2297117,12.54364164,10.36580757,15.07266498,15.77485042,16.38398407,26.15503815,33.86007997,52.74171624,46.70819259,89.04494517,73.29551171,18.37012072,12.03776419,11.06338695,15.26182935,15.55772466,17.26453859,27.21464286,33.01772017
Uttaradit,52.95410653,88.5688994,64.18642187,18.00553382,11.16744081,8.158216738,12.96670445,15.79398919,21.16090294,25.2654176,34.09940661,50.71454168,49.80332987,72.81895691,53.79129236,21.13598837,11.56100414,10.06277614,12.98260657,19.37440054,19.98788233,26.18074817,35.48420387,58.31767787,51.06162681,74.42484855,67.91487253,19.16975831,12.0770382,9.614550779,14.05510646,14.82850216,17.67499431,25.55788431,33.29292676,58.30683874,49.62463013,79.84756386,74.88871266,18.09998675,11.78115875,9.444648802,14.56680451,13.92714441,18.17513842,25.6263595,32.45349078
Yala,46.6692957,86.32077127,63.34867588,16.53962727,12.71589269,11.43952504,15.96120006,19.74885862,20.97588696,27.56890063,38.68943325,52.25941295,42.047339,89.64248411,67.77128589,16.07095605,12.62498815,11.79252123,15.61273134,23.03850247,18.64756607,28.4774848,35.22618306,53.02164815,41.00752833,81.75697073,58.26574611,16.36032045,12.84788666,10.66426152,16.06817346,18.89284541,19.24829466,29.59574608,42.16793851,64.68303085,40.80894549,65.60143283,72.48706911,16.29789302,13.04647025,11.71835708,15.2860653,20.35674499,19.17373853,27.44872032,37.57331929
Yasothon,46.70710662,75.61084181,69.76293108,20.62374996,10.35787899,8.147172676,13.73195389,15.93558665,22.66228593,23.01401639,28.08594706,41.59321741,48.07202857,67.46198775,73.84045975,19.70088249,11.72639148,9.071190198,14.0793933,18.97784864,21.31426074,24.11306797,26.26285075,44.70171203,45.47328797,78.10998884,62.90838857,20.98106201,12.18156829,8.247518111,14.14011007,15.20862388,18.12243609,24.97342571,25.54374836,41.54582846,41.11354947,85.57317421,72.69023401,19.50132858,11.30535386,8.915692629,14.84425869,14.39856362,20.48014286,24.51638448,26.93298512
